Manufacturer_Name,Approved_MFG_Location,Location Status,Usage Status,Quality Agreement,Current Audit Document,Approval Document/Reference#,Quality Due Date,Function,Quality Risk,Description of Goods/Services,Material Group,Amgen site,Supplier ID,Billing Vendor ID,Managed by,Subcategory,Billing Vendor Name,Billing Vendor Address,Last Changed By,Created on,Description
"IRON MOUNTAIN SLOVAKIA, S.R.O.","BRATISLAVA, SK",APPROVED,Acceptable,QAGR-401081,"REC-576749,577010",REC-577710,6/9/2023,GENERAL,Low,"IRON MOUNTAIN, THROUGH ITS DIVISIONS AND AFFILIATES, PROVIDES VARIOUS RECORDS AND INFORMATION MANAGEMENT SERVICES, INCLUDING THE STORAGE OF RECORDS, PAPER (HARD-COPY), STORAGE OF MEDIA, DOCUMENT SHREDDING SERVIC...[SEE REC-577710 FOR COMPLETE DESCRIPTION]",RECDIM,GLOBAL,100272483,100272483,CORPORATE QUALITY ASSURANCE,ARCHIVING,"IRON MOUNTAIN SLOVAKIA, S.R.O.","BRATISLAVA, SK",NMARINOS,07/15/2021,Rec Inf Mgmt
EYEC BENELUX,"HENGELO,09,NL",APPROVED,Acceptable,N/A PER SOP-416524,N/A PER SOP-416524,REC-589498,08/31/2022,COMPUTERIZED SYSTEM,Medium,SOFTWARE FOR GMP COMPUTERIZED SYSTEMS,ISSLND,NETB,100272748,100272748,ASN6110564,SOFTWARE LICENSE DOWNLOAD VIA PHYSICAL MEDIA,EYEC BENELUX,"HENGELO,09,NL",NMARINOS,1/11/2021,IS SW Lic no Dwnload
EYEC BENELUX,"HENGELO,09,NL",APPROVED,Acceptable,N/A PER SOP-416524,N/A PER SOP-416524,REC-589498,08/31/2022,COMPUTERIZED SYSTEM,Medium,SOFTWARE FOR GMP COMPUTERIZED SYSTEMS,ISSLDL,NETB,100272748,100272748,ASN6110564,SOFTWARE LICENSE DOWNLOAD VIA ELECTRONIC DOWNLOAD,EYEC BENELUX,"HENGELO,09,NL",NMARINOS,1/11/2021,IS SW Lic Download
EYEC BENELUX,"HENGELO,09,NL",APPROVED,Acceptable,N/A PER SOP-416524,N/A PER SOP-416524,REC-589498,08/31/2022,COMPUTERIZED SYSTEM,Medium,SOFTWARE FOR GMP COMPUTERIZED SYSTEMS,ISSME,NETB,100272748,100272748,ASN6110564,"IS - SOFTWARE MAINTENANCE, ELECTRONIC - GMP",EYEC BENELUX,"HENGELO,09,NL",NMARINOS,1/11/2021,IS Sftwre Maint-Elec
EYEC BENELUX,"HENGELO,09,NL",APPROVED,Acceptable,N/A PER SOP-416524,N/A PER SOP-416524,REC-589498,08/31/2022,COMPUTERIZED SYSTEM,Medium,SOFTWARE FOR GMP COMPUTERIZED SYSTEMS,ISSM,NETB,100272748,100272748,ASN6110564,SOFTWARE MAINTENANCE - ON TANGIBLE MEDIA,EYEC BENELUX,"HENGELO,09,NL",NMARINOS,1/11/2021,IS Software Maint
KNEAT SOLUTIONS INC.,"NORRISTOWN,PA,US",PROVISIONL,Acceptable with additional oversight,QAGR-402501,REC-583951/624383,REC-555554,08/31/2022,COMPUTERIZED SYSTEM,Medium,HOSTED SOFTWARE FOR GXP COMPUTERIZED SYSTEMS,ISOSRV,GLOBAL,100272814,100272814,ASN5421350,IS INTEGRATED SERVICES - HOSTED SERVICES,KNEAT SOLUTIONS INC.,"NORRISTOWN,PA,US",NMARINOS,10/4/2021,IS Outsourced Serv
PRIMERA ANALYTICAL SOLUTIONS CORP,"PRINCETON,NJ,US",APPROVED,Acceptable,QAGR-402466,AMS-66489,RPT-560102,02/28/2023,CONTRACT LABS,High,RELEASE AND STABILITY TESTING FOR AMG 634,CLSOPS,GLOBAL,100274386,100274386,ES CONTRACT LABS,ROUTINE TESTING,PRIMERA ANALYTICAL SOLUTIONS CORP,"PRINCETON,NJ,US",GTORRE05,12/21/2020,Contract Lab Svcs
KUEHNE + NAGEL AG,"MÖHLIN, CH",APPROVED,Acceptable,QAGR-402500,REC-602426,REC-603109,02/26/2024,INTERNATIONAL LOGISTIC SERVICE PROVIDER,Medium,WAREHOUSING AND DISTRIBUTION SERVICES INCLUDING LOGISTICS SERVICE PROVIDERS,WAREH,GLOBAL,100274464,100274464,EU DISTRIBUTION & INNOVATION,WAREHOUSING AND DISTRIBUTION SERVICES INCLUDING LOGISITICS SERVICE PROVIDERS,KUEHNE + NAGEL AG,"MÖHLIN, CH",GTORRE05,3/5/2021,Warehousing
CEM MICROWAVE TECHNOLOGY PTE LTD,"SINGAPORE, SG",APPROVED,Acceptable,QAGR-402497,N/A PER SOP-427473,REC-602835,01/27/2024,F&E MAINTENANCE,Low,MANUFACTURE AND REPAIR OF ENGINEERING AND SCIENTIFIC INSTRUMENTS,MAINT,GLOBAL,100275184,100275184,"MALDONADO, DAISEY",GENERAL & MISC MAINTENANCE SERVICES,CEM MICROWAVE TECHNOLOGY PTE LTD,"SINGAPORE, SG",NMARINOS,01/29/2021,Maintenance Srv
CHARLES RIVER LABORATORIES INC,"DURHAM,NC,US",APPROVED,Acceptable,QAGR-400857,AMS-58392,RPT-540163,11/30/2022,CONTRACT LABS,High,TRANSMISSION ELECTRON MICROSCOPY (TEM) ANALYSIS,CLSOPS,GLOBAL,100276362,100071751,ES CONTRACT LABS,ROUTINE TESTING,CHARLES RIVER LABORATORIES INC,"NEW YORK,NY,US",GTORRE05,1/1/2021,Contract Lab Svcs
BSI GROUP AMERICA INC,"HERNDON,VA,US",APPROVED,Acceptable,N/A PER SOP-427473,N/A PER SOP-427473,REC-603081,01/29/2023,CONSULTANTS,Low,TRAINING IN THE TOPIC OF DEVICES/EU MDR,GACONS,GLOBAL,100277173,100277173,LEARNING & PERFORMANCE,MISC GMP CONSULTANTS,BSI GROUP AMERICA INC,"HERNDON,VA,US",NMARINOS,2/1/2021,OtherG&Aconsult
PHARMARON (TIANJIN) PROCESS DEVELOPMENT AND MANUFACTURING CO. L,"TIANJIN, CN",APPROVED,Acceptable,QAGR-402518,AMS-69083,RPT-563431,04/30/2022,CONTRACT MANUFACTURING,High,MANUFACTURING AND TESTING OF CLINICAL API STARTING MATERIALS AND INTERMEDIATES.,CTRMFG,GLOBAL,100277245,100155128,ES XPD,CONTRACT MANUFACTURERS,PHARMARON INC,"LOUISVILLE,KY,US",NMARINOS,04/15/2021,Contract Mfg
"PHARMARON BEIJING, CO. LTD.","BEIJING, CN",APPROVED,Acceptable,QAGR-402518,AMS-69083,RPT-563433,04/30/2022,CONTRACT MANUFACTURING,High,MANUFACTURING AND TESTING OF CLINICAL API STARTING MATERIALS AND INTERMEDIATES.,CTRMFG,GLOBAL,100277246,100155128,ES XPD,CONTRACT MANUFACTURERS,PHARMARON INC,"LOUISVILLE,KY,US",NMARINOS,04/15/2021,Contract Mfg
METTLER-TOLEDO S PTE LTD,"SINGAPORE, SG",APPROVED,Acceptable,QAGR-402219,AMS-34657/57894,REC-556714,06/30/2022,CALIBRATION,Low,"SCALES, BALANCES, WEIGHTS, PIPETTES, CONDUCTIVITY, PH/ORP, AND 7000RMS MICROBIAL DETECTION ANALYZERS",INCLSV,GLOBAL,100277695,100179316,"TRONCOSO, RAUL",INSPECTION AND CALIBRATION SERVICE PROVIDERS,METTLER-TOLEDO S PTE LTD,"SINGAPORE, SG",FPELLOT,2/12/2021,Insp&Calibration Srv
"BIOLOGICS CONSULTING GROUP, INC.","ALEXANDRIA,VA,US",APPROVED,Acceptable,N/A PER SOP-427473,N/A PER SOP-427473,REC-603955,02/15/2024,MEDICAL DEVICES,Low,"PROVIDE SUBJECT MATTER EXPERTISE, INCLUDING TRAINING FOR SOFTWARE AND FIRMWARE",DEVICE,GLOBAL,100277980,100277980,FINAL PRODUCTS TECHNOLOGY QUALITY,CONTRACTORS & CONSULTANTS- INCLUDING ENGINEERING SERVICES,"BIOLOGICS CONSULTING GROUP, INC.","ALEXANDRIA,VA,US",NMARINOS,02/15/2021,Devices
TÜV SÜD PRODUCT SERVICE GMBH,"MUNICH, DE",APPROVED,Acceptable,N/A PER SOP-427473,N/A PER SOP-427473,REC-572891,11/1/2022,MEDICAL DEVICES,Low,CE MARKING CERTIFICATION SERVICES,DEVICE,GLOBAL,100278009,100278009,DEVICE REGULATORY,CONTRACTORS & CONSULTANTS- INCLUDING ENGINEERING SERVICES,TÜV SÜD PRODUCT SERVICE GMBH,"MUNICH, DE",GTORRE05,02/28/2022,Devices
"DKSH TECHNOLOGY PTE, LTD.","SINGAPORE, SG",APPROVED,Acceptable,QAGR-401285,AMS-61673,REC-561557,01/31/2024,CALIBRATION,Low,CALIBRATION AND MAINTENANCE OF RUDOLPH RESEARCH ANALYTICAL POLARIMETERS,INCLSV,GLOBAL,100278423,100190196,"TRONCOSO, RAUL",INSPECTION AND CALIBRATION SERVICE PROVIDERS,DKSH SINGAPORE PTE LTD,"SINGAPORE,SG,SG",NMARINOS,3/10/2021,Insp&Calibration Srv
TRESCAL HENGELO B.V.,"HENGELO, NL",APPROVED,Acceptable,N/A PER SOP-417413,AMS-64636,REC-559973,3/2/2024,CALIBRATION,Low,"ELECTRICAL, DIMENSIONAL, PRESSURE, AND TORQUE",INCLSV,GLOBAL,100278802,100213462,"TRONCOSO, RAUL",INSPECTION AND CALIBRATION SERVICE PROVIDERS,KALIBRA INTERNATIONAL B V,"DELFT, NL",NMARINOS,3/11/2021,Insp&Calibration Srv
LEGAL PROJECT MANAGEMENT PARTNERS LLC,"SAN JUAN,PR,US",APPROVED,Acceptable,N/A PER SOP-427473,N/A PER SOP-427473,REC-609645,04/16/2023,CONSULTANTS,Low,"AUDITS FOR QUALITY SYSTEMS INCLUDING SPECIFIC GMP (AUDITING FOR STERILE AND NONSTERILE FINISHED PRODUCTS, DEVICES, APIS/BIOLOGIC DS, TESTING LABS) GDP/GSP (INCLUDES WAREHOUSES, AND SUPPLY CHAIN TRACEABILITY), PE...[SEE REC-609645 FOR COMPLETE DESCRIPTION]",GACONS,GLOBAL,100279282,100279283,GLOBAL QUALITY COMPLIANCE,MISC GMP CONSULTANTS,LEGAL PROJECT MANAGEMENT PARTNERS,"CAGUAS,PR,US",NMARINOS,04/16/2021,OtherG&Aconsult
PYLON ELECTRONICS INC. (PYLON ATLANTIC),"DARTMOUTH,NS,CA",APPROVED,Acceptable,N/A PER SOP-417413,AMS-69426,REC-607832,09/30/2022,CALIBRATION,Low,"DIMENSIONAL: HAND TOOLS (CALIPERS, DEPTH GAGES, HEIGHT GAGES, INDICATORS AND MICROMETERS), LENGTH, AND FLATNESS (ANVILS AND SPINDLES). ELECTRICAL – DC/LOW FREQUENCY: DC VOLTAGE, DC CURRENT, RESISTANCE, AC VOLTAG...[SEE REC-607832 FOR COMPLETE DESCRIPTION]",INCLSV,GLOBAL,100279709,100279709,"TRONCOSO, RAUL",INSPECTION AND CALIBRATION SERVICE PROVIDERS,PYLON ELECTRONICS INC.,"DARTMOUTH,NS,CA",NMARINOS,03/31/2021,Insp&Calibration Srv
GIMMAL LLC,"HOUSTON,TX,US",PROVISIONL,Acceptable with additional oversight,QAGR-401637,REC-620169/631226,REC-563683,08/31/2022,COMPUTERIZED SYSTEM,Medium,HOSTED SOFTWARE FOR GMP COMPUTERIZED SYSTEMS,ISOSRV,GLOBAL,100279862,100279862,ASN1858097,IS INTEGRATED SERVICES - HOSTED SERVICES,GIMMAL LLC,"HOUSTON,TX,US",FPELLOT,4/1/2021,IS Outsourced Serv
NOF CORPORATION,"KANAGAWA, JP",APPROVED,Acceptable,QAGR-401920,AMS-58440,RPT-555859,08/30/2022,CONTRACT MANUFACTURING,High,"RAW MATERIAL, DRUG SUBSTANCE INTERMEDIATES / COMMERCIAL MANUFACTURING, LAB TESTING",CTRMFG,GLOBAL,100280424,100055938,ES DS,CONTRACT MANUFACTURERS,NOF AMERICA CORP,"WHITE PLAINS,NY,US",NMARINOS,04/16/2021,Contract Mfg
"TRANSCAT, INC","ANDOVER, US",APPROVED,Acceptable,N/A PER SOP-417413,AMS-71521,REC-609865,12/30/2023,CALIBRATION,Low,"ELECTRICAL – DC/LOW FREQUENCY: (DC VOLTAGE, DC CURRENT, AC RESISTANCE, CAPACITANCE, INDUCTANCE, AC VOLTAGE, AC CURRENT, AC RESISTANCE, ELECTRICAL CALIBRATION OF THERMOCOUPLE DEVICES, POWER MEASURING EQUIPMENT, P...[SEE REC-609865 FOR COMPLETE DESCRIPTION]",INCLSV,GLOBAL,100280518,100061028,"TRONCOSO, RAUL",INSPECTION AND CALIBRATION SERVICE PROVIDERS,TRANSCAT INC,"ROCHESTER,NY,US",GTORRE05,04/26/2021,Insp&Calibration Srv
PHARMALINK INC,"LARGO,FL,US",APPROVED,Acceptable,QAGR-402523,N/A PER SOP-427473,REC-613904,05/27/2023,RETURN AND DESTRUCTION,Medium,"RETURNS PROCESSING VENDOR RESPONSIBLE FOR MANAGING: RETURN RELATED CUSTOMER SERVICES, RETURN AUTHORIZATIONS, SORTING, STORAGE AND DESTRUCTION OF PRODUCT, VALIDATION OF RETURNS BASED ON A PREESTABLISHED AMGEN CRI...[SEE REC-613904 FOR COMPLETE DESCRIPTION]",PRDRET,GLOBAL,100280521,100280521,US TRADE OPERATIONS,PRODUCT RETURNS AND DESTRUCTION SERVICES,PHARMALINK INC,"LARGO,FL,US",FPELLOT,6/1/2021,Prod Retrun/Destruct
LAETUS GMBH,"ALSBACH-HAEHNLEIN, DE",APPROVED,Acceptable,QAGR-402123,N/A PER SOP-427473,REC-612999,05/31/2024,F&E MAINTENANCE,Low,"GENERAL MAINTENANCE, ASSEMBLY, AND PACKAGING EQUIPMENT (SCOPE BARCODE READERS)",MAINT,GLOBAL,100280985,100280985,"MALDONADO, DAISEY",OEM (ORIGINAL EQUIPMENT MANUFACTURER) SERVICES,LAETUS GMBH,"ALSBACH-HAEHNLEIN, DE",NMARINOS,06/16/2021,Maintenance Srv
PATHEON BIOLOGICS LLC,"SAINT LOUIS,MO,US",PROVISIONL,Acceptable with additional oversight,QAGR-402534,REC-615956,RPT-565634,07/30/2022,CONTRACT MANUFACTURING,High,"CLINICAL CELL BANK AND DRUG SUBSTANCE MANUFACTURING, RELEASE AND STABILITY TESTING, AND STORAGE.",CTRMFG,GLOBAL,100281958,100281958,ES DS,CONTRACT MANUFACTURERS,PATHEON BIOLOGICS LLC,"SAINT LOUIS,MO,US",NMARINOS,06/25/2021,Contract Mfg
GASCO A DIVISION OF AIRGAS USA,"OLDSMAR,FL,US",APPROVED,Acceptable,QAGR-401860,AMS-56224/67085,REC-613174,03/31/2023,CALIBRATION,Low,REFERENCE MATERIAL PROVIDER OF CERTIFIED SPECIALTY MIXTURES,INCLSV,GLOBAL,100282053,100062024,"TRONCOSO, RAUL",INSPECTION AND CALIBRATION SERVICE PROVIDERS,AIRGAS WEST INC,"PASADENA,CA,US",GTORRE05,05/26/2021,Insp&Calibration Srv
"TRANSCAT, INC","HOPKINTON,MA,US",APPROVED,Acceptable,N/A PER SOP-417413,AMS-54925,REC-564630,06/30/2022,CALIBRATION,Low,"PIPETTES, BURETTES, DILUTERS, DISPENSERS, REPEATERS, SYRINGES, AND CONTROLLERS/FILLERS",INCLSV,GLOBAL,100282316,100061028,"TRONCOSO, RAUL",INSPECTION AND CALIBRATION SERVICE PROVIDERS,TRANSCAT INC,"ROCHESTER,NY,US",NMARINOS,05/26/2021,Insp&Calibration Srv
CLEANING VALIDATION SOLUTIONS,"MEAD,CO,US",APPROVED,Acceptable,N/A PER SOP-427473,N/A PER SOP-427473,REC-619274,06/30/2024,CONSULTANTS,Low,"CONSULTATION ON CLEANING, PROCESS AND STERILIZATION VALIDATION. TRAINING IN CLEANING, PROCESS AND STERILIZATION VALIDATION.",GACONS,GLOBAL,100282445,100282445,ADL VALIDATION,MISC GMP CONSULTANTS,CLEANING VALIDATION SOLUTIONS,"MEAD,CO,US",NMARINOS,07/29/2021,OtherG&Aconsult
CAPMATIC LTD,"MONTREAL,QC,CA",APPROVED,Acceptable,N/A PER SOP-417413,N/A PER SOP-427473,REC-616944,06/28/2024,F&E MAINTENANCE,Low,ORIGINAL EQUIPMENT MANUFACTURER (OEM) FOR THE CAPPER MACHINE IN THE BOTTLE PACKAGING LINE,MAINT,GLOBAL,100282951,100282951,"MALDONADO, DAISEY",GENERAL & MISC MAINTENANCE SERVICES,CAPMATIC LTD,"MONTREAL,QC,CA",NMARINOS,07/14/2021,Maintenance Srv
"LABORATORIOS DE ESPECIALIDADES INMUNOLÓGICAS, S.A. DE C.V.","MÉXICO, MX",PROVISIONL,Acceptable with additional oversight,QAGR-402552,ONBOARDING,RPT-566166,07/19/2022,CONTRACT LABS,High,IMPORT TESTING IN MEXICO,CLSOPS,MXMC,100283201,100283201,INTERNATIONAL QUALITY AND DISTRIBUTION,ROUTINE TESTING,LABORATORIOS DE ESPECIALIDADES,"MÉXICO, MX",NMARINOS,07/19/2021,Contract Lab Svcs
SI EQUIPO Y SERVICIOS S.A. DE C.V.,"MÉXICO, MX",APPROVED,Acceptable,QAGR-402576,N/A PER SOP-427473,REC-626465,10/30/2024,RETURN AND DESTRUCTION,Low,GMP PROVIDER FOR DESTRUCTION OF AMGEN COMMERCIAL PRODUCTS FOR MEXICAN AFFILIATE,PRDRET,MXMC,100283703,100283703,"MÉXICO, SUPPLY CHAIN",PRODUCT RETURNS AND DESTRUCTION SERVICES,SI EQUIPO Y SERVICIOS S.A. DE C.V.,"MÉXICO, MX",NMARINOS,10/14/2021,Prod Retrun/Destruct
UPS SUPPLY CHAIN SOLUTIONS UNITED PARCEL SERIVCE INC,"FAIRDALE,KY,US",APPROVED,Acceptable,QAGR-402542,REC-614636,REC-619508,8/6/2022,WAREHOUSING,High,"RECEIVE, RELEASE, WAREHOUSE, AND DISTRIBUTE COMMERCIAL PRODUCTS ON BEHALF OF AMGEN",WAREH,GLOBAL,100284354,100064349,LOUISVILLE DISTRIBUTION CENTER,WAREHOUSING AND DISTRIBUTION SERVICES INCLUDING LOGISITICS SERVICE PROVIDERS,UPS SUPPLY CHAIN SOLUTIONS,"ATLANTA,GA,US",NMARINOS,8/5/2021,Warehousing
BIONOVA SCIENTIFIC LLC,"FREMONT,CA,US",PROVISIONL,Acceptable with additional oversight,QAGR-402640,REC-637295,RPT-572196,02/28/2023,CONTRACT MANUFACTURING,High,"CLINICAL BIOLOGIC DRUG SUBSTANCE MANUFACTURING AND STORAGE, PRODUCT RELEASE AND STABILITY TESTING",CTRMFG,GLOBAL,100285459,100285459,EXTERNAL SUPPLY DRUG SUBSTANCE (ES DS),CONTRACT MANUFACTURERS,BIONOVA SCIENTIFIC LLC,"FREMONT,CA,US",GTORRE05,02/22/2022,Contract Mfg
RADIATION SAFETY & CONTROL SERVICES INC.,"SEABROOK,NH,US",APPROVED,Acceptable,N/A PER SOP-417413,AMS-71566,REC-622349,12/19/2022,CALIBRATION,Low,"IONIZING RADIATION: (IONIZING RADIATION DOSE RATE, EXPOSURE RATE; INTEGRATED DOSE AND INTEGRATED EXPOSURE; IONIZING RADIATION DOSE RATE INTEGRATED DOSE; DOSE RATE, EXPOSURE RATE; COUNT RATE INSTRUMENTS; ALPHA DE...[SEE REC-622349 FOR COMPLETE DESCRIPTION]",INCLSV,GLOBAL,100286144,100286144,"TRONCOSO, RAUL",INSPECTION AND CALIBRATION SERVICE PROVIDERS,RADIATION SAFETY & CONTROL,"SEABROOK,NH,US",NMARINOS,09/15/2021,Insp&Calibration Srv
PROVERITAS PARTNERS LLC,"ZIONSVILLE,IN,US",APPROVED,Acceptable,N/A PER SOP-427473,N/A PER SOP-427473,REC-626025,10/6/2024,CONSULTANTS,Low,"PROVIDE INTERPRETATION OF REGULATIONS, GUIDANCE OF HOW TO IMPLEMENT AND/OR FEEDBACK ON AMGEN’S IMPLEMENTATION OF SUCH REGULATIONS.",GACONS,GLOBAL,100286528,100286528,ES QUALITY ADMINISTRATION,MISC GMP CONSULTANTS,PROVERITAS PARTNERS LLC,"ZIONSVILLE,IN,US",NMARINOS,10/6/2021,OtherG&Aconsult
ALMAC PHARMACEUTICAL SERVICES PTE LTD,"SINGAPORE, SG",APPROVED,Acceptable,"QAGR-401136, QAGR-402106",AMS-70230,RPT-568187,10/30/2022,CONTRACT MANUFACTURING,High,"PHASE I/II/III/NIMPS/NAMPS SECONDARY PACKAGING, LABELING,STORAGE, WAREHOUSE AND DISTRIBUTION.",CTRMFG,GLOBAL,100286585,100072826,ES FDP),CONTRACT MANUFACTURERS,ALMAC CLINIC SERVICES INC,"SOUDERTON,PA,US",NMARINOS,10/14/2021,Contract Mfg
KYOWA KIRIN CO. LTD TAKASAKI PLANT,"CHIYODA-KU, JP",PROVISIONL,Acceptable with additional oversight,QAGR-402587,ONBOARDING,REC-622642,09/27/2022,GENERAL,High,"CLINICAL DS AND DP MANUFACTURING, LABORATORY TESTING AND STABILITY",CTRMFG,GLOBAL,100287190,100171341,PAQ,CONTRACT MANUFACTURERS,KYOWA KIRIN CO LTD,"CHIYODA-KU, TOKYO, JP",NMARINOS,9/1/2021,Contract Mfg
BEAMEX OY AB,"PIETARSAARI, FI",APPROVED,Acceptable,N/A PER SOP-417413,AMS-72256,REC-623941,01/23/2025,CALIBRATION,Low,"ELECTRICAL QUANTITIES, DC AND LOW FREQUENCY QUANTITIES: DC VOLTAGE, DC CURRENT, RESISTANCE. ELECTRICAL SIMULATION OF TEMPERATURE, MEASUREMENT AND SIMULATION: THERMOCOUPLES AND RESISTANCE THERMOMETERS. TIME AND F...[SEE REC-623941 FOR COMPLETE DESCRIPTION]",INCLSV,GLOBAL,100287833,100064602,"TRONCOSO, RAUL",INSPECTION AND CALIBRATION SERVICE PROVIDERS,BEAMEX INC,"MARIETTA,GA,US",GTORRE05,09/20/2021,Insp&Calibration Srv
ALTUS SCIENCE LTD,"MANOR PARK, GB",APPROVED,Acceptable,N/A PER SOP-417413,AMS-72093,REC-623940,11/30/2022,CALIBRATION,Low,REFERENCE MATERIAL PRODUCER (HIGH PURITY WATER – TOTAL ORGANIC CARBON) TESTING LABORATORY (TOC AND TIC STANDARDS IN HIGH PURITY WATER),INCLSV,GLOBAL,100287834,100181508,"TRONCOSO, RAUL",INSPECTION AND CALIBRATION SERVICE PROVIDERS,CESSTECH S PTE LTD,"SINGAPORE, SG",NMARINOS,09/20/2021,Insp&Calibration Srv
CASTLE INSTITUTIONAL REVIEW BOARD LLC,"WILDWOOD,MO,US",APPROVED,Acceptable,N/A PER SOP-427473,N/A PER SOP-427473,FORM-504074,10/1/2024,MEDICAL DEVICES,Low,"SERVICES PROVIDED: INITIAL REVIEW OF SINGLE SITE / PI STUDIES, MULTI-SITE STUDIES, REVIEW OF NATURAL HISTORY STUDIES, REGISTRY STUDIES, CONTINUING REVIEW OF RESEARCH, ON-GOING REVIEWS, INCLUDING AMENDMENTS AND ...[SEE FORM-504074 FOR COMPLETE DESCRIPTION]",DEVICE,GLOBAL,100288660,100288660,"MOUNCE, PAUL",HUMAN FACTORS (NON-SUMMATIVE STUDIES),CASTLE INSTITUTIONAL REVIEW BOARD,"WILDWOOD,MO,US",NMARINOS,09/29/2021,Devices
FISHER BIOSERVICES INC,"VACAVILLE,CA,US",PROVISIONL,Acceptable with additional oversight,QAGR-401995,REC-621477,RPT-568264,09/30/2022,WAREHOUSING,High,"SHIPPING/RECEIVING AND STORAGE FACILITY FOR MASTER AND WORKING CELL BANK, DRUG SUBSTANCE, AND RETAIN SAMPLES.",WAREH,GLOBAL,100288792,100217975,ES EXTERNAL SUPPLY AND DELIVERY,3RD PARTY LOGISTICS/WAREHOUSING FOR SITE/INTERNAL AMGEN SUPPORT,FISHER BIOSERVICES INC,"ROCKVILLE,MD,US",NMARINOS,10/4/2021,Warehousing
ISS INTEGRATED FACILITY SERVICES BV,"DE MEERN,10,NL",APPROVED,Acceptable,QAGR-402619,N/A PER SOP-417413,REC-634115,01/18/2025,F&E MAINTENANCE,Low,GMP AND NON-GMP FACILITY SERVICES,FACINT,NETB,100289526,100289526,"FACILITIES & ENGINEERING, SOFIE LEVECQUE","INTEGRATED FACILITIES MGMT SERVICES, INCL MAINT, REPAIR, CALIBR, AND UTILITIES",ISS INTEGRATED FACILITY SERVICES BV,"DE MEERN,10,NL",GTORRE05,01/20/2022,Facilities Int Srvs
ISS INTEGRATED FACILITY SERVICES BV,"DE MEERN,10,NL",APPROVED,Acceptable,QAGR-402619,N/A PER SOP-417413,REC-634192,01/18/2025,F&E MAINTENANCE,Low,NON-STERILE GARMENT CLEANING AND RESTOCKING OF DISPOSABLE GARMENTS,MAINT,NETB,100289526,100289526,"FACILITIES & ENGINEERING, SOFIE LEVECQUE","INTEGRATED FACILITIES MGMT SERVICES, INCL MAINT, REPAIR, CALIBR, AND UTILITIES",ISS INTEGRATED FACILITY SERVICES BV,"DE MEERN,10,NL",GTORRE05,01/20/2022,Maintenance Srv
REGALORX INC,"LENEXA,KS,US",APPROVED,Acceptable,QAGR-402555,REC-598535,REC-633008,12/20/2022,WAREHOUSING,High,WAREHOUSING AND DISTRIBUTION OF AMGEN PRODUCT (TEZE) TO SUPPORT AMGEN SAFETY NET FOUNDATION TEZE PROGRAM,WAREH,GLOBAL,100293206,100293206,US PATIENT ASSISTANCE,WAREHOUSING AND DISTRIBUTION SERVICES INCLUDING LOGISITICS SERVICE PROVIDERS,REGALORX INC,"LENEXA,KS,US",NMARINOS,12/21/2021,Warehousing
GELLER MICROANALYTICAL LAB INC,"TOPSFIELD,MA,US",APPROVED,Acceptable,N/A PER SOP-417413,AMS-73543,REC-634244,10/31/2022,CALIBRATION,Low,"LENGTH – DIMENSIONAL METROLOGY: (MAGNIFICATION STANDARD PITCH, STAGE MICROMETER PITCH, AND STEP HEIGHT)",INCLSV,GLOBAL,100293354,100293354,"TRONCOSO, RAUL",INSPECTION AND CALIBRATION SERVICE PROVIDERS,GELLER MICROANALYTICAL LAB INC,"TOPSFIELD,MA,US",GTORRE05,01/18/2022,Insp&Calibration Srv
KLARMANN RULINGS INC,"MANCHESTER,NH,US",APPROVED,Acceptable,N/A PER SOP-417413,AMS-74028,REC-634156,05/28/2022,CALIBRATION,Low,STAGE MICROMETERS AND RETICLES,INCLSV,GLOBAL,100293808,100293808,"TRONCOSO, RAUL",INSPECTION AND CALIBRATION SERVICE PROVIDERS,KLARMANN RULINGS INC,"MANCHESTER,NH,US",GTORRE05,01/18/2022,Insp&Calibration Srv
AMETEK GB LTD,"LEICESTER, GB",APPROVED,Acceptable,QAGR-402544,AMS-70677,REC-634617,03/31/2025,CALIBRATION,Low,ENERGY DISPERSIVE X-RAY DETECTOR (EDX) OCTANE ELITE PLUS SYSTEM,INCLSV,GLOBAL,100294963,100262651,"TRONCOSO, RAUL",INSPECTION AND CALIBRATION SERVICE PROVIDERS,AMETEK GB LTD,"LEICESTER, GB",GTORRE05,02/17/2022,Insp&Calibration Srv
ISTITUTO POLIGRAFICO E ZECCA DELLO STATO,"FOGGIA, IT",APPROVED,Acceptable,N/A PER SOP-416272,N/A PER SOP-416272,N/A PER SOP-416272,12/31/9999,Supplier Quality Management,Low,N/A,GM0900,Global,100000855,N/A,ES SECONDARY PACK,,N/A,N/A,TRITURAO,11/7/2019,Secondary Pkg Comp
ISTITUTO POLIGRAFICO E ZECCA DELLO STATO,"ROMA, IT",APPROVED,Acceptable,N/A PER SOP-416272,N/A PER SOP-416272,N/A PER SOP-416272,12/31/9999,Supplier Quality Management,Low,N/A,GM0900,Global,100000855,N/A,ES SECONDARY PACK,,N/A,N/A,JWALL01,10/17/2019,Secondary Pkg Comp
VAN EERD BV,"TILBURG, NL",APPROVED,Acceptable,QAGR-400806,52284,RPT-536911,7/5/2022,Supplier Quality Management,High,N/A,GM0900,Global,100007606,N/A,ES SECONDARY PACK,"LFLET, LABEL, DSPK, CRTN",N/A,N/A,NMARINOS,06/16/2021,Secondary Pkg Comp
